id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1411063667169185793,1411063667169185793,2021-07-02 20:46:09 UTC,2021-07-02,20:46:09,+0000,101008874,it_andante,アンダンテ(ゆっくり歩くような早さで),,"[ 俺ん家 ]┣ю     ,,,囲⊃ヽ|*^_−|b　おっはよう♪ ． ． ． ． ．  ,,,,|*^_−|/ 어[ コペン ] 今朝は時折、小雨がパラついてます ． ． ． ． ． [ 闘う愛のコペン乗り ]┃ｮ^_^| じゃ仕事に行ってきます♪",ja,[],[],[],3,0,3,[],[],https://twitter.com/It_ANDANTE/status/1411063667169185793,False,,0,,,,,,,,[],,,,
1410950916677664771,1410950916677664771,2021-07-02 13:18:07 UTC,2021-07-02,13:18:07,+0000,101008874,it_andante,アンダンテ(ゆっくり歩くような早さで),,™[ 会社 ]┣ю━|°_° ;| 今夜は遅くなりました♪ ． ． ． ．   |°∀° ; | 京都市内は雨😭♪ ． ． ． ． ぶ～ん♪ ～ε= ε= ε= [ 闘う愛のコペン乗り ]┃ｮ^_^| それじゃ帰ります♪,ja,[],[],[],1,0,1,[],[],https://twitter.com/It_ANDANTE/status/1410950916677664771,False,,0,,,,,,,,[],,,,
1410702814448283651,1410702814448283651,2021-07-01 20:52:15 UTC,2021-07-01,20:52:15,+0000,101008874,it_andante,アンダンテ(ゆっくり歩くような早さで),,"[ 俺ん家 ]┣ю     ,,,囲⊃ヽ|*^_−|b　おはようございます♪ ． ． ． ． ．  ,,,,|*^_−|/ 어[ コペン ] 今朝も曇り、これから ． ． ． ． ． [ 闘う愛のコペン乗り ]┃ｮ^_^| 仕事に行ってきます♪",ja,[],[],[],4,0,0,[],[],https://twitter.com/It_ANDANTE/status/1410702814448283651,False,,0,,,,,,,,[],,,,
1410535162220138496,1410535162220138496,2021-07-01 09:46:03 UTC,2021-07-01,09:46:03,+0000,101008874,it_andante,アンダンテ(ゆっくり歩くような早さで),,™[ 会社 ]┣ю━|°_° ;| 今日は早上がり♪ ． ． ． ．   |°∀° ; | 京都市内は雨、散髪に行ってきます♪ ． ． ． ． ぶ～ん♪ ～ε= ε= ε= [ 闘う愛のコペン乗り ]┃ｮ^_^| それじゃ♪,ja,[],[],[],2,0,1,[],[],https://twitter.com/It_ANDANTE/status/1410535162220138496,False,,0,,,,,,,,[],,,,
1410340239256653824,1410340239256653824,2021-06-30 20:51:30 UTC,2021-06-30,20:51:30,+0000,101008874,it_andante,アンダンテ(ゆっくり歩くような早さで),,"[ 俺ん家 ]┣ю     ,,,囲⊃ヽ|*^_−|b　おはようございます♪ ． ． ． ． ．  ,,,,|*^_−|/ 어[ コペン ] 今朝は曇り空、これから ． ． ． ． ． [ 闘う愛のコペン乗り ]┃ｮ^_^| 仕事に行ってきます♪",ja,[],[],[],3,0,1,[],[],https://twitter.com/It_ANDANTE/status/1410340239256653824,False,,0,,,,,,,,[],,,,
1410189691626823681,1410189691626823681,2021-06-30 10:53:17 UTC,2021-06-30,10:53:17,+0000,101008874,it_andante,アンダンテ(ゆっくり歩くような早さで),,™[ 会社 ]┣ю━|°_° ;| 休み明け、1日目、今夜は遅くなりました♪ ． ． ． ．   |°∀° ; | 京都市内は☂ ． ． ． ． ぶ～ん♪ ～ε= ε= ε= [ 闘う愛のコペン乗り ]┃ｮ^_^| ほな、お疲れ♪,ja,[],[],[],1,0,0,[],[],https://twitter.com/It_ANDANTE/status/1410189691626823681,False,,0,,,,,,,,[],,,,
1409978560169709571,1409978560169709571,2021-06-29 20:54:19 UTC,2021-06-29,20:54:19,+0000,101008874,it_andante,アンダンテ(ゆっくり歩くような早さで),,"[ 俺ん家 ]┣ю     ,,,囲⊃ヽ|*^_−|b　おはよう♪ ． ． ． ． ．  ,,,,|*^_−|/ 어[ コペン ] 休み明け、今日から仕事になります ． ． ． ． ． [ 闘う愛のコペン乗り ]┃ｮ^_^| そろそろ仕事に行ってきますね♪",ja,[],[],[],1,0,0,[],[],https://twitter.com/It_ANDANTE/status/1409978560169709571,False,,0,,,,,,,,[],,,,
1409491376044089348,1409491376044089348,2021-06-28 12:38:25 UTC,2021-06-28,12:38:25,+0000,101008874,it_andante,アンダンテ(ゆっくり歩くような早さで),,™[ 会社 ]┣ю━|°_° ;| やっと終わりました♪ ． ． ． ．   |°∀° ; | 明日はお休み、燃料入れて帰ります♪ ． ． ． ． ぶ～ん♪ ～ε= ε= ε= [ 闘う愛のコペン乗り ]┃ｮ^_^| お疲れ♪,ja,[],[],[],2,0,3,[],[],https://twitter.com/It_ANDANTE/status/1409491376044089348,False,,0,,,,,,,,[],,,,
1409250910354624513,1409250910354624513,2021-06-27 20:42:54 UTC,2021-06-27,20:42:54,+0000,101008874,it_andante,アンダンテ(ゆっくり歩くような早さで),,"[ 俺ん家 ]┣ю     ,,,囲⊃ヽ|*^_−|b　おはようございます♪ ． ． ． ． ．  ,,,,|*^_−|/ 어[ コペン ] 今日まで仕事 ． ． ． ． ． [ 闘う愛のコペン乗り ]┃ｮ^_^| これから仕事に行ってきます♪",ja,[],[],[],1,0,2,[],[],https://twitter.com/It_ANDANTE/status/1409250910354624513,False,,0,,,,,,,,[],,,,
1409121799594397699,1409121799594397699,2021-06-27 12:09:51 UTC,2021-06-27,12:09:51,+0000,101008874,it_andante,アンダンテ(ゆっくり歩くような早さで),,™[ 会社 ]┣ю━|°_° ;| そろそろ帰り仕度します♪ ． ． ． ．   |°∀° ; | お疲れさまでした♪ ． ． ． ． ぶ～ん♪ ～ε= ε= ε= [ 闘う愛のコペン乗り ]┃ｮ^_^| じゃ♪,ja,[],[],[],2,0,1,[],[],https://twitter.com/It_ANDANTE/status/1409121799594397699,False,,0,,,,,,,,[],,,,
